"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","GGDEBT","TOT","PC_GDP","A","2017",65.51965,
"SVK","GGDEBT","TOT","PC_GDP","A","2018",63.33213,
"SVK","GGDEBT","TOT","PC_GDP","A","2019",63.03254,
"SVK","GGDEBT","TOT","PC_GDP","A","2020",78.74482,
"ESP","GGDEBT","TOT","PC_GDP","A","1995",68.21845,
"ESP","GGDEBT","TOT","PC_GDP","A","1996",74.64407,
"ESP","GGDEBT","TOT","PC_GDP","A","1997",73.68642,
"ESP","GGDEBT","TOT","PC_GDP","A","1998",73.64031,
"ESP","GGDEBT","TOT","PC_GDP","A","1999",68.24917,
"ESP","GGDEBT","TOT","PC_GDP","A","2000",65.46413,
"ESP","GGDEBT","TOT","PC_GDP","A","2001",60.91516,
"ESP","GGDEBT","TOT","PC_GDP","A","2002",59.58066,
"ESP","GGDEBT","TOT","PC_GDP","A","2003",54.94661,
"ESP","GGDEBT","TOT","PC_GDP","A","2004",53.06485,
"ESP","GGDEBT","TOT","PC_GDP","A","2005",50.47991,
"ESP","GGDEBT","TOT","PC_GDP","A","2006",46.09558,
"ESP","GGDEBT","TOT","PC_GDP","A","2007",42.35281,
"ESP","GGDEBT","TOT","PC_GDP","A","2008",47.68485,
"ESP","GGDEBT","TOT","PC_GDP","A","2009",62.65619,
"ESP","GGDEBT","TOT","PC_GDP","A","2010",67.3768,
"ESP","GGDEBT","TOT","PC_GDP","A","2011",78.33935,
"ESP","GGDEBT","TOT","PC_GDP","A","2012",93.4564,
"ESP","GGDEBT","TOT","PC_GDP","A","2013",106.5573,
"ESP","GGDEBT","TOT","PC_GDP","A","2014",119.4734,
"ESP","GGDEBT","TOT","PC_GDP","A","2015",117.0753,
"ESP","GGDEBT","TOT","PC_GDP","A","2016",117.3305,
"ESP","GGDEBT","TOT","PC_GDP","A","2017",115.7774,
"ESP","GGDEBT","TOT","PC_GDP","A","2018",114.5979,
"ESP","GGDEBT","TOT","PC_GDP","A","2019",117.7095,
"ESP","GGDEBT","TOT","PC_GDP","A","2020",147.5054,
"SWE","GGDEBT","TOT","PC_GDP","A","1995",76.79362,
"SWE","GGDEBT","TOT","PC_GDP","A","1996",79.49146,
"SWE","GGDEBT","TOT","PC_GDP","A","1997",82.5785,
"SWE","GGDEBT","TOT","PC_GDP","A","1998",83.22675,
"SWE","GGDEBT","TOT","PC_GDP","A","1999",73.95229,
"SWE","GGDEBT","TOT","PC_GDP","A","2000",64.17264,
"SWE","GGDEBT","TOT","PC_GDP","A","2001",65.88911,
"SWE","GGDEBT","TOT","PC_GDP","A","2002",66.10361,
"SWE","GGDEBT","TOT","PC_GDP","A","2003",65.15734,
"SWE","GGDEBT","TOT","PC_GDP","A","2004",64.67578,
"SWE","GGDEBT","TOT","PC_GDP","A","2005",65.53495,
"SWE","GGDEBT","TOT","PC_GDP","A","2006",59.33917,
"SWE","GGDEBT","TOT","PC_GDP","A","2007",53.72195,
"SWE","GGDEBT","TOT","PC_GDP","A","2008",52.64076,
"SWE","GGDEBT","TOT","PC_GDP","A","2009",55.97362,
"SWE","GGDEBT","TOT","PC_GDP","A","2010",53.35091,
"SWE","GGDEBT","TOT","PC_GDP","A","2011",53.82554,
"SWE","GGDEBT","TOT","PC_GDP","A","2012",55.14404,
"SWE","GGDEBT","TOT","PC_GDP","A","2013",57.99327,
"SWE","GGDEBT","TOT","PC_GDP","A","2014",64.19485,
"SWE","GGDEBT","TOT","PC_GDP","A","2015",62.32385,
"SWE","GGDEBT","TOT","PC_GDP","A","2016",61.91961,
"SWE","GGDEBT","TOT","PC_GDP","A","2017",60.09443,
"SWE","GGDEBT","TOT","PC_GDP","A","2018",59.19948,
"SWE","GGDEBT","TOT","PC_GDP","A","2019",55.86578,
"SWE","GGDEBT","TOT","PC_GDP","A","2020",62.80291,
"CHE","GGDEBT","TOT","PC_GDP","A","1999",54.34225,
"CHE","GGDEBT","TOT","PC_GDP","A","2000",53.73472,
"CHE","GGDEBT","TOT","PC_GDP","A","2001",51.90093,
"CHE","GGDEBT","TOT","PC_GDP","A","2002",57.86365,
"CHE","GGDEBT","TOT","PC_GDP","A","2003",56.88582,
"CHE","GGDEBT","TOT","PC_GDP","A","2004",58.01897,
"CHE","GGDEBT","TOT","PC_GDP","A","2005",55.38356,
"CHE","GGDEBT","TOT","PC_GDP","A","2006",49.22662,
"CHE","GGDEBT","TOT","PC_GDP","A","2007",45.67905,
"CHE","GGDEBT","TOT","PC_GDP","A","2008",45.57206,
"CHE","GGDEBT","TOT","PC_GDP","A","2009",44.01712,
"CHE","GGDEBT","TOT","PC_GDP","A","2010",42.63074,
"CHE","GGDEBT","TOT","PC_GDP","A","2011",42.85775,
"CHE","GGDEBT","TOT","PC_GDP","A","2012",43.37218,
"CHE","GGDEBT","TOT","PC_GDP","A","2013",42.59903,
"CHE","GGDEBT","TOT","PC_GDP","A","2014",42.46764,
"CHE","GGDEBT","TOT","PC_GDP","A","2015",42.37722,
"CHE","GGDEBT","TOT","PC_GDP","A","2016",41.18677,
"CHE","GGDEBT","TOT","PC_GDP","A","2017",41.89757,
"CHE","GGDEBT","TOT","PC_GDP","A","2018",39.73589,
"CHE","GGDEBT","TOT","PC_GDP","A","2019",39.49329,
"CHE","GGDEBT","TOT","PC_GDP","A","2020",42.94478,
"EST","GGDEBT","TOT","PC_GDP","A","1995",12.89821,
"EST","GGDEBT","TOT","PC_GDP","A","1996",12.11695,
"EST","GGDEBT","TOT","PC_GDP","A","1997",11.05401,
"EST","GGDEBT","TOT","PC_GDP","A","1998",9.932494,
"EST","GGDEBT","TOT","PC_GDP","A","1999",10.75109,
"EST","GGDEBT","TOT","PC_GDP","A","2000",6.797215,
"EST","GGDEBT","TOT","PC_GDP","A","2001",6.65372,
"EST","GGDEBT","TOT","PC_GDP","A","2002",7.538434,
"EST","GGDEBT","TOT","PC_GDP","A","2003",8.355037,
"EST","GGDEBT","TOT","PC_GDP","A","2004",8.347772,
"EST","GGDEBT","TOT","PC_GDP","A","2005",8.245418,
"EST","GGDEBT","TOT","PC_GDP","A","2006",8.109703,
"EST","GGDEBT","TOT","PC_GDP","A","2007",7.194537,
"EST","GGDEBT","TOT","PC_GDP","A","2008",8.471504,
"EST","GGDEBT","TOT","PC_GDP","A","2009",12.75133,
"EST","GGDEBT","TOT","PC_GDP","A","2010",11.91295,
"EST","GGDEBT","TOT","PC_GDP","A","2011",9.47638,
"EST","GGDEBT","TOT","PC_GDP","A","2012",13.11515,
"EST","GGDEBT","TOT","PC_GDP","A","2013",13.5896,
"EST","GGDEBT","TOT","PC_GDP","A","2014",13.81369,
"EST","GGDEBT","TOT","PC_GDP","A","2015",12.72626,
"EST","GGDEBT","TOT","PC_GDP","A","2016",13.69603,
"EST","GGDEBT","TOT","PC_GDP","A","2017",13.14404,
"EST","GGDEBT","TOT","PC_GDP","A","2018",13.03409,
"EST","GGDEBT","TOT","PC_GDP","A","2019",13.6058,
"EST","GGDEBT","TOT","PC_GDP","A","2020",24.82139,
"SVN","GGDEBT","TOT","PC_GDP","A","1995",32.90467,
"SVN","GGDEBT","TOT","PC_GDP","A","1996",34.55093,
"SVN","GGDEBT","TOT","PC_GDP","A","1997",33.44769,
"SVN","GGDEBT","TOT","PC_GDP","A","1998",31.72924,
"SVN","GGDEBT","TOT","PC_GDP","A","1999",32.18282,
"SVN","GGDEBT","TOT","PC_GDP","A","2000",34.31262,
"SVN","GGDEBT","TOT","PC_GDP","A","2001",35.15276,
"SVN","GGDEBT","TOT","PC_GDP","A","2002",36.15499,
"SVN","GGDEBT","TOT","PC_GDP","A","2003",34.92329,
"SVN","GGDEBT","TOT","PC_GDP","A","2004",35.18146,
"SVN","GGDEBT","TOT","PC_GDP","A","2005",34.48221,
"SVN","GGDEBT","TOT","PC_GDP","A","2006",33.06923,
"SVN","GGDEBT","TOT","PC_GDP","A","2007",30.34488,
"SVN","GGDEBT","TOT","PC_GDP","A","2008",29.8953,
"SVN","GGDEBT","TOT","PC_GDP","A","2009",43.78715,
"SVN","GGDEBT","TOT","PC_GDP","A","2010",47.86614,
"SVN","GGDEBT","TOT","PC_GDP","A","2011",51.32956,
"SVN","GGDEBT","TOT","PC_GDP","A","2012",61.51445,
"SVN","GGDEBT","TOT","PC_GDP","A","2013",78.50644,
"SVN","GGDEBT","TOT","PC_GDP","A","2014",99.25522,
"SVN","GGDEBT","TOT","PC_GDP","A","2015",102.3766,
"SVN","GGDEBT","TOT","PC_GDP","A","2016",97.20789,
"SVN","GGDEBT","TOT","PC_GDP","A","2017",89.43223,
"SVN","GGDEBT","TOT","PC_GDP","A","2018",83.44844,
"SVN","GGDEBT","TOT","PC_GDP","A","2019",81.34025,
"SVN","GGDEBT","TOT","PC_GDP","A","2020",100.2493,
"LVA","GGDEBT","TOT","PC_GDP","A","1995",15.19953,
"LVA","GGDEBT","TOT","PC_GDP","A","1996",14.99294,
"LVA","GGDEBT","TOT","PC_GDP","A","1997",13.69537,
"LVA","GGDEBT","TOT","PC_GDP","A","1998",11.15609,
"LVA","GGDEBT","TOT","PC_GDP","A","1999",14.635,
"LVA","GGDEBT","TOT","PC_GDP","A","2000",14.45733,
"LVA","GGDEBT","TOT","PC_GDP","A","2001",15.84802,
"LVA","GGDEBT","TOT","PC_GDP","A","2002",15.86893,
"LVA","GGDEBT","TOT","PC_GDP","A","2003",16.99786,
"LVA","GGDEBT","TOT","PC_GDP","A","2004",18.09543,
"LVA","GGDEBT","TOT","PC_GDP","A","2005",15.04141,
"LVA","GGDEBT","TOT","PC_GDP","A","2006",15.08723,
"LVA","GGDEBT","TOT","PC_GDP","A","2007",13.47349,
"LVA","GGDEBT","TOT","PC_GDP","A","2008",23.80146,
"LVA","GGDEBT","TOT","PC_GDP","A","2009",42.19472,
"LVA","GGDEBT","TOT","PC_GDP","A","2010",53.9806,
"LVA","GGDEBT","TOT","PC_GDP","A","2011",51.44749,
"LVA","GGDEBT","TOT","PC_GDP","A","2012",49.15059,
"LVA","GGDEBT","TOT","PC_GDP","A","2013",46.23058,
"LVA","GGDEBT","TOT","PC_GDP","A","2014",51.23635,
"LVA","GGDEBT","TOT","PC_GDP","A","2015",46.58937,
"LVA","GGDEBT","TOT","PC_GDP","A","2016",50.29694,
"LVA","GGDEBT","TOT","PC_GDP","A","2017",47.60893,
"LVA","GGDEBT","TOT","PC_GDP","A","2018",46.29624,
"LVA","GGDEBT","TOT","PC_GDP","A","2019",47.51165,
"LVA","GGDEBT","TOT","PC_GDP","A","2020",55.38956,
"LTU","GGDEBT","TOT","PC_GDP","A","1995",13.16117,
"LTU","GGDEBT","TOT","PC_GDP","A","1996",15.91078,
"LTU","GGDEBT","TOT","PC_GDP","A","1997",29.14343,
"LTU","GGDEBT","TOT","PC_GDP","A","1998",28.59608,
"LTU","GGDEBT","TOT","PC_GDP","A","1999",32.50804,
"LTU","GGDEBT","TOT","PC_GDP","A","2000",34.47864,
"LTU","GGDEBT","TOT","PC_GDP","A","2001",33.54134,
"LTU","GGDEBT","TOT","PC_GDP","A","2002",32.02078,
"LTU","GGDEBT","TOT","PC_GDP","A","2003",28.59028,
"LTU","GGDEBT","TOT","PC_GDP","A","2004",27.29396,
"LTU","GGDEBT","TOT","PC_GDP","A","2005",24.92345,
"LTU","GGDEBT","TOT","PC_GDP","A","2006",21.97566,
"LTU","GGDEBT","TOT","PC_GDP","A","2007",19.40425,
"LTU","GGDEBT","TOT","PC_GDP","A","2008",17.13637,
"LTU","GGDEBT","TOT","PC_GDP","A","2009",34.18004,
"LTU","GGDEBT","TOT","PC_GDP","A","2010",45.47084,
"LTU","GGDEBT","TOT","PC_GDP","A","2011",45.70202,
"LTU","GGDEBT","TOT","PC_GDP","A","2012",51.23444,
"LTU","GGDEBT","TOT","PC_GDP","A","2013",47.98796,
"LTU","GGDEBT","TOT","PC_GDP","A","2014",52.63488,
"LTU","GGDEBT","TOT","PC_GDP","A","2015",53.41456,
"LTU","GGDEBT","TOT","PC_GDP","A","2016",50.93634,
"LTU","GGDEBT","TOT","PC_GDP","A","2017",47.07026,
"LTU","GGDEBT","TOT","PC_GDP","A","2018",40.82228,
"LTU","GGDEBT","TOT","PC_GDP","A","2019",44.54394,
"LTU","GGDEBT","TOT","PC_GDP","A","2020",55.4529,
"ROU","GGDEBT","TOT","PC_GDP","A","2007",16.69,
"ROU","GGDEBT","TOT","PC_GDP","A","2008",17.81,
"ROU","GGDEBT","TOT","PC_GDP","A","2009",28.98,
"ROU","GGDEBT","TOT","PC_GDP","A","2010",36.19,
"ROU","GGDEBT","TOT","PC_GDP","A","2011",41.9,
"ROU","GGDEBT","TOT","PC_GDP","A","2012",46.93,
"ROU","GGDEBT","TOT","PC_GDP","A","2013",47.54,
"ROU","GGDEBT","TOT","PC_GDP","A","2014",49.31,
"ROU","GGDEBT","TOT","PC_GDP","A","2015",47.39,
"ROU","GGDEBT","TOT","PC_GDP","A","2016",48.36,
"ROU","GGDEBT","TOT","PC_GDP","A","2017",45.18,
"ROU","GGDEBT","TOT","PC_GDP","A","2018",43.86,
"ROU","GGDEBT","TOT","PC_GDP","A","2019",44.47,
"ROU","GGDEBT","TOT","PC_GDP","A","2020",59.21,
